target_date,PestCode,Prediction,PredictionWeight
2025-01-05,PSB,0.9054238790696911,0.5006284537639765
2025-01-05,RLF,0.9031506681064814,0.49937154623602353
2025-01-05,SSB,0.0,0.0

